cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
1623595,"Atlas Energy Group, LLC",1,2016-07-28,2016-07-28,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1624658,"Allena Pharmaceuticals, Inc.",1,2022-09-02,2022-09-02,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1627606,DAVIDsTEA Inc.  (DTEAF),1,2020-07-09,2020-07-09,,,347,8K_FTS+8K_SUBMISSIONS,,5400,1,18
1628945,Cue Health Inc.  (HLTHQ),1,2024-05-28,2024-05-28,,,0,8K_FTS+8K_SUBMISSIONS,,3826,1,2
1634447,"ISUN, INC.  (ISUNQ)",1,2024-06-07,2024-06-07,,,0,8K_FTS+8K_SUBMISSIONS,,3674,1,2
1636509,"Vitalibis, Inc.",1,2020-06-16,2020-06-16,,,0,8K_FTS+8K_SUBMISSIONS,,6799,1,2
1640265,"GPB Holdings II, LP",1,2023-12-13,2023-12-13,,,358,8K_FTS+8K_SUBMISSIONS,,8742,1,4
1643988,"Loop Media, Inc.  (LPTV)",1,2025-10-20,2025-10-20,,,0,8K_FTS+8K_SUBMISSIONS,,7363,1,2
1648428,"Sequential Brands Group, Inc.",1,2021-08-31,2021-09-01,2021-08-31,1,190,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2300,1,7
1648893,Nuvectra Corp,1,2019-11-13,2019-11-13,,,0,8K_FTS+8K_SUBMISSIONS,,3841,1,2
1650445,Quorum Health Corp,1,2020-04-07,2020-04-07,2020-04-07,0,91,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8062,1,5
1651944,"DermTech, Inc.  (DMTKQ)",1,2024-06-18,2024-06-18,,,0,8K_FTS+8K_SUBMISSIONS,,8071,1,2
1652724,"Lucira Health, Inc.",1,2023-02-22,2023-02-22,,,215,8K_FTS+8K_SUBMISSIONS,,2835,1,4
1653247,Waitr Holdings Inc.  (ASAPQ),1,2024-04-02,2024-04-02,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1655020,"Extraction Oil & Gas, Inc.",1,2020-06-14,2020-06-15,2020-06-14,1,199,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1655075,"Armstrong Flooring, Inc.",1,2022-05-08,2022-05-12,2022-05-08,4,4,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3089,1,3
1656328,"Sienna Biopharmaceuticals, Inc.",1,2019-09-17,2019-09-17,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1656634,"Gritstone bio, Inc.  (GRTS)",1,2024-10-10,2024-10-10,,,176,8K_FTS+8K_SUBMISSIONS,,2836,1,8
1657853,"Hertz Global Holdings, Inc. (Hertz Corporation)",1,2020-05-22,2020-05-26,2020-05-22,4,4,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7510,1,3
1657853,"HERTZ GLOBAL HOLDINGS, INC  (HTZ, HTZWW)",2,2021-06-16,2021-06-16,,,0,8K_FTS+8K_SUBMISSIONS,,7510,1,2
1659122,Rosehill Resources Inc.,1,2020-07-26,2020-07-27,2020-07-26,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1659183,nDivision Inc.  (NDVNQ),1,2022-06-17,2022-06-17,,,0,8K_FTS+8K_SUBMISSIONS,,7374,1,2
1659323,Iterum Therapeutics plc,1,2026-03-27,2026-03-27,,,0,8K_SUBMISSIONS,,2834.0,1,1
1659352,"Codiak BioSciences, Inc.",1,2023-03-27,2023-03-27,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1660719,Aralez Pharmaceuticals Inc.,1,2018-08-14,2018-08-14,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1661920,Lonestar Resources US Inc.,1,2020-09-30,2020-10-01,2020-09-30,1,44,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1669812,"LSC Communications, Inc.",1,2020-04-13,2020-04-13,2020-04-13,0,331,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2750,1,5
1672326,"Yuma Energy, Inc.",1,2020-04-16,2020-04-16,,,187,8K_FTS+8K_SUBMISSIONS,,1311,1,4
1675634,"ShiftPixy, Inc.  (PIXY)",1,2024-10-29,2024-10-29,,,0,8K_FTS+8K_SUBMISSIONS,,7361,1,2
1679826,Ping Identity Holding Corp.,1,2022-07-19,2022-07-19,,,0,8K_SUBMISSIONS,,7372.0,1,1
1681941,iFresh Inc,1,2022-09-06,2022-09-06,,,0,8K_FTS+8K_SUBMISSIONS,,5411,1,2
1690769,"Alta Mesa Resources, Inc. (Alta Mesa Holdings, LP)",1,2019-09-11,2019-09-12,2019-09-11,1,6,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1692144,Life Partners Position Holder Trust,1,2021-04-01,2021-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,6311,1,2
1692144,Life Partners Position Holder Trust,2,2022-06-27,2022-06-27,,,0,8K_FTS+8K_SUBMISSIONS,,6311,1,2
1698113,"PARTS iD, Inc.",1,2023-12-26,2023-12-26,,,64,8K_FTS+8K_SUBMISSIONS,,7311,1,6
1699683,Longfin Corp,1,2018-11-21,2018-11-21,,,0,8K_FTS+8K_SUBMISSIONS,,7374,1,2
1704760,"American Virtual Cloud Technologies, Inc.",1,2023-01-11,2023-01-11,,,139,8K_FTS+8K_SUBMISSIONS,,7373,1,4
1705012,"Fat Brands, Inc",1,2026-01-27,2026-01-27,,,0,8K_SUBMISSIONS,,5812.0,1,1
1705222,"Life Partners IRA Holder Partnership, LLC",1,2021-04-01,2021-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,6311,1,2
1705222,"Life Partners IRA Holder Partnership, LLC",2,2022-06-27,2022-06-27,,,0,8K_FTS+8K_SUBMISSIONS,,6311,1,2
1711291,CURO Group Holdings Corp.,1,2024-03-25,2024-03-25,,,0,8K_FTS+8K_SUBMISSIONS,,6199,1,2
1713832,HyreCar Inc.,1,2023-03-02,2023-03-02,,,0,8K_FTS+8K_SUBMISSIONS,,7510,1,2
1717556,"Vinco Ventures, Inc.  (BBIG)",1,2021-04-21,2021-04-21,,,0,8K_FTS+8K_SUBMISSIONS,,3944,1,2
1720201,iPic Entertainment Inc.,1,2019-08-05,2019-08-05,,,364,8K_FTS+8K_SUBMISSIONS,,5810,1,4
1720893,"BioXcel Therapeutics, Inc.",1,2026-08-28,2026-08-28,,,0,8K_SUBMISSIONS,,2834.0,1,1
1720990,Fisker Inc./DE  (FSRNQ),1,2024-06-24,2024-06-24,,,0,8K_FTS+8K_SUBMISSIONS,,3711,1,2
1721741,"Lazydays Holdings, Inc.  (GORV)",1,2025-12-01,2025-12-01,,,0,8K_FTS+8K_SUBMISSIONS,,5500,1,2
1722287,Covia Holdings Corporation,1,2020-06-29,2020-06-30,2020-06-29,1,169,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1400,1,5
1723580,"BurgerFi International, Inc.  (BFI, BFIIW)",1,2024-09-17,2024-09-17,,,182,8K_FTS+8K_SUBMISSIONS,,5812,1,10
1725526,HighPoint Resources Corporation,1,2021-03-14,2021-03-15,2021-03-14,1,18,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,7
1731289,Nikola Corp  (NKLA),1,2025-02-19,2025-02-19,,,0,8K_FTS+8K_SUBMISSIONS,,3711,1,2
1735707,Garrett Motion Inc.,1,2020-09-20,2020-09-21,2020-09-20,1,219,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3714,1,5
1735828,Legacy Reserves Inc.,1,2019-06-18,2019-06-21,2019-06-18,3,154,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,5
1736865,"Golden Developing Solutions, Inc.  (DVLP)",1,2023-07-05,2023-07-05,,,135,8K_FTS+8K_SUBMISSIONS,,5900,1,4
1739426,RVL Pharmaceuticals plc  (RVLPQ),1,2023-10-13,2023-10-13,,,45,8K_FTS+8K_SUBMISSIONS,,2834,1,6
1741231,"Tattooed Chef, Inc.  (TTCFQ)",1,2023-07-06,2023-07-06,,,0,8K_FTS+8K_SUBMISSIONS,,2090,1,2
1750153,"Canoo Inc.  (GOEV, GOEVW)",1,2025-01-21,2025-01-21,,,0,8K_FTS+8K_SUBMISSIONS,,3714,1,2
1758057,"Luminar Technologies, Inc./DE  (LAZR)",1,2025-12-15,2025-12-15,,,113,8K_FTS+8K_SUBMISSIONS,,3714,1,3
1759546,Lordstown Motors Corp.  (NRDE),1,2023-06-27,2023-06-27,,,254,8K_FTS+8K_SUBMISSIONS,,3711,1,4
1760173,"SURGALIGN HOLDINGS, INC.",1,2023-06-20,2023-06-20,,,101,8K_FTS+8K_SUBMISSIONS,,3842,1,4
1761510,TILT Holdings Inc.  (TLLTF),1,2025-11-07,2025-11-07,,,3,8K_FTS+8K_SUBMISSIONS,,2111,1,4
1762322,"SHIFT TECHNOLOGIES, INC.  (SFTGQ)",1,2023-10-10,2023-10-10,,,0,8K_FTS+8K_SUBMISSIONS,,5500,1,2
1770141,"UpHealth, Inc.  (UPHL)",1,2023-09-19,2023-09-19,,,31,8K_FTS+8K_SUBMISSIONS,,8000,1,4
1772695,Sunnova Energy International Inc.  (NOVA),1,2025-06-09,2025-06-09,,,0,8K_FTS+8K_SUBMISSIONS,,4931,1,2
1775625,"SmileDirectClub, Inc.  (SDCCQ)",1,2023-10-02,2023-10-02,,,0,8K_FTS+8K_SUBMISSIONS,,3843,1,2
1776197,AKUMIN INC.,1,2023-10-23,2023-10-23,,,107,8K_FTS+8K_SUBMISSIONS,,8071,1,8
1776738,Cannabist Co Holdings Inc.,1,2026-03-24,2026-03-24,,,0,8K_SUBMISSIONS,,100.0,1,1
1777946,"IronNet, Inc.",1,2023-10-12,2023-10-12,,,99,8K_FTS+8K_SUBMISSIONS,,7372,1,4
1779020,"Danimer Scientific, Inc.  (DNMR, DNMRW)",1,2025-03-18,2025-03-18,,,0,8K_FTS+8K_SUBMISSIONS,,2821,1,2
1780097,"Baudax Bio, Inc.  (BXRXQ)",1,2024-02-28,2024-02-28,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1782627,"Winc, Inc.",1,2022-12-01,2022-12-01,,,11,8K_FTS+8K_SUBMISSIONS,,5900,1,4
1783875,4Front Ventures Corp.  (FFNTF),1,2025-06-10,2025-06-10,,,16,8K_FTS+8K_SUBMISSIONS,,2833,1,4
1784168,"Electric Last Mile Solutions, Inc.  (ELMSQ)",1,2022-06-14,2022-06-14,,,0,8K_FTS+8K_SUBMISSIONS,,3711,1,2
1784567,"Harbor Custom Development, Inc.",1,2023-12-15,2023-12-15,,,0,8K_FTS+8K_SUBMISSIONS,,1531,1,2
1784851,"Shapeways Holdings, Inc.  (SHPWQ)",1,2024-07-03,2024-07-03,,,0,8K_FTS+8K_SUBMISSIONS,,3990,1,2
1790665,Greenrose Holding Co Inc.,1,2024-06-21,2024-06-21,,,0,8K_FTS+8K_SUBMISSIONS,,5990,1,2
1792581,"Kiromic Biopharma, Inc.  (KRBP)",1,2025-03-21,2025-03-21,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1794621,"Quanergy Systems, Inc.",1,2022-12-13,2022-12-13,,,336,8K_FTS+8K_SUBMISSIONS,,3714,1,6
1794905,"Cyxtera Technologies, Inc.",1,2023-06-05,2023-06-05,,,228,8K_FTS+8K_SUBMISSIONS,,7370,1,4
1800682,"Cano Health, Inc.",1,2024-02-05,2024-02-05,,,147,8K_FTS+8K_SUBMISSIONS,,8011,1,4
1802749,"Lightning eMotors, Inc.  (ZEVY)",1,2023-12-14,2023-12-14,,,76,8K_FTS+8K_SUBMISSIONS,,3711,1,6
1804591,23andMe Holding Co.  (ME),1,2025-03-24,2025-03-24,,,255,8K_FTS+8K_SUBMISSIONS,,2834,1,4
1805024,Amergent Hospitality Group Inc.,1,2025-09-12,2025-09-12,,,0,8K_FTS+8K_SUBMISSIONS,,5810,1,2
1805087,"GELESIS HOLDINGS, INC.  (GLSHQ)",1,2023-10-31,2023-10-31,,,0,8K_FTS+8K_SUBMISSIONS,,2834,1,2
1807707,"AppHarvest, Inc.",1,2023-07-24,2023-07-24,,,134,8K_FTS+8K_SUBMISSIONS,,0100,1,6
1808220,"GoHealth, Inc.",1,2026-06-08,2026-06-08,,,0,8K_SUBMISSIONS,,6411.0,1,1
1811109,"Applied UV, Inc.  (AUVIQ)",1,2024-05-31,2024-05-31,,,0,8K_FTS+8K_SUBMISSIONS,,3640,1,2
1811856,"View, Inc.",1,2024-04-03,2024-04-03,,,51,8K_FTS+8K_SUBMISSIONS,,3211,1,4
1813756,WeWork Inc.,1,2023-11-07,2023-11-07,,,218,8K_FTS+8K_SUBMISSIONS,,6512,1,6
1813914,"CareMax, Inc.  (CMAX, CMAXW)",1,2024-11-18,2024-11-18,,,77,8K_FTS+8K_SUBMISSIONS,,8050,1,5
1814974,"BBX Capital Florida LLC  (BBXIA, BBXIB)",1,2020-09-24,2020-09-24,,,266,8K_FTS+8K_SUBMISSIONS,,5400,1,4
18172,A. M. Castle & Co.,1,2013-07-30,2013-07-30,,,0,8K_SUBMISSIONS,,5051.0,1,1
18172,A. M. Castle & Co.,2,2017-06-18,2017-06-19,2017-06-18,1,46,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5051,1,5
1817511,SOCIETY PASS INCORPORATED.,1,2026-05-14,2026-05-14,,,0,8K_SUBMISSIONS,,7389.0,1,1
1817944,"Clarus Therapeutics Holdings, Inc.",1,2022-09-06,2022-09-06,,,176,8K_FTS+8K_SUBMISSIONS,,2836,1,4
1819395,"Sonder Holdings Inc.  (SOND, SONDW)",1,2025-11-14,2025-11-14,,,0,8K_FTS+8K_SUBMISSIONS,,7000,1,2
1820630,Proterra Inc,1,2023-08-08,2023-08-08,,,219,8K_FTS+8K_SUBMISSIONS,,3711,1,6
1821850,Sunlight Financial Holdings Inc.,1,2023-10-31,2023-10-31,,,37,8K_FTS+8K_SUBMISSIONS,,6199,1,6
1823882,Airspan Networks Holdings Inc.  (MIMOQ),1,2024-04-01,2024-04-01,,,0,8K_FTS+8K_SUBMISSIONS,,3663,1,2
1826671,"Near Intelligence, Inc.",1,2023-12-11,2023-12-11,,,107,8K_FTS+8K_SUBMISSIONS,,7374,1,4
1828672,"Boxed, Inc.",1,2023-04-03,2023-04-03,,,0,8K_FTS+8K_SUBMISSIONS,,5961,1,2
1828811,Li-Cycle Holdings Corp.  (LICYF),1,2025-05-19,2025-05-19,,,0,8K_FTS+8K_SUBMISSIONS,,4955,1,2
1828852,"Mondee Holdings, Inc.  (MOND)",1,2025-01-15,2025-01-15,,,0,8K_FTS+8K_SUBMISSIONS,,4700,1,2
1830180,"ENJOY TECHNOLOGY, INC./DE",1,2022-06-30,2022-06-30,,,168,8K_FTS+8K_SUBMISSIONS,,7389,1,4
1830210,"Benson Hill, Inc.  (BHIL, BHILW)",1,2025-03-25,2025-03-25,,,162,8K_FTS+8K_SUBMISSIONS,,2000,1,6
1832351,"Fast Radius, Inc.",1,2022-11-08,2022-11-08,,,36,8K_FTS+8K_SUBMISSIONS,,3440,1,4
1833908,"Alfi, Inc.  (ALFIQ)",1,2022-10-14,2022-10-14,,,0,8K_FTS+8K_SUBMISSIONS,,7370,1,2
1834045,"Vintage Wine Estates, Inc.  (VWESQ, VWEWQ)",1,2024-07-24,2024-07-24,,,6,8K_FTS+8K_SUBMISSIONS,,2080,1,4
1834585,JOANN Inc.,1,2024-03-18,2024-03-18,,,44,8K_FTS+8K_SUBMISSIONS,,5940,1,4
1835567,"Pear Therapeutics, Inc.",1,2023-04-07,2023-04-07,,,0,8K_FTS+8K_SUBMISSIONS,,8000,1,2
1835972,"iLearningEngines, Inc.  (AILE, AILEW)",1,2024-12-23,2024-12-23,,,77,8K_FTS+8K_SUBMISSIONS,,7372,1,10
1839341,"Core Scientific, Inc./tx  (CORZ, CORZR, CORZW, CORZZ)",1,2022-12-21,2022-12-21,,,0,8K_FTS+8K_SUBMISSIONS,,7374,1,2
1839341,"Core Scientific, Inc./tx  (CORZ, CORZR, CORZW, CORZZ)",2,2024-01-17,2024-01-17,,,0,8K_FTS+8K_SUBMISSIONS,,6199,1,2
1839412,QualTek Services Inc.,1,2023-05-31,2023-05-31,,,47,8K_FTS+8K_SUBMISSIONS,,1623,1,6
1841800,"Nogin, Inc.",1,2023-12-11,2023-12-11,,,150,8K_FTS+8K_SUBMISSIONS,,7389,1,6
1842356,"Wag! Group Co.  (PET, PETWW)",1,2025-07-21,2025-07-21,,,45,8K_FTS+8K_SUBMISSIONS,,7200,1,4
1843388,"Virgin Orbit Holdings, Inc.",1,2023-04-04,2023-04-04,,,120,8K_FTS+8K_SUBMISSIONS,,3812,1,4
1850838,"Omega Therapeutics, Inc.  (OMGA)",1,2025-02-14,2025-02-14,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1852117,Rockley Photonics Holdings Ltd,1,2023-01-24,2023-01-24,,,73,8K_FTS+8K_SUBMISSIONS,,3674,1,6
1855631,"AERWINS Technologies Inc.  (AWIN, AWINW)",1,2024-01-03,2024-01-03,,,13,8K_FTS+8K_SUBMISSIONS,,3721,1,4
1861449,"Bird Global, Inc.  (BRDSQ)",1,2023-12-26,2023-12-26,,,1,8K_FTS+8K_SUBMISSIONS,,3751,1,4
1864448,Wejo Group Ltd,1,2023-05-30,2023-05-30,,,111,8K_FTS+8K_SUBMISSIONS,,7374,1,10
1865494,"IO Biotech, Inc.",1,2026-03-31,2026-03-31,,,0,8K_SUBMISSIONS,,2834.0,1,1
1870129,Rose Hill Acquisition Corp,1,2024-02-13,2024-02-13,,,0,8K_FTS+8K_SUBMISSIONS,,6770,1,2
1870997,Loyalty Ventures Inc.,1,2023-03-10,2023-03-10,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1872356,"Molekule Group, Inc.",1,2023-10-03,2023-10-03,,,0,8K_FTS+8K_SUBMISSIONS,,3564,1,2
1873722,Bubblr Inc.,1,2026-08-24,2026-08-24,,,0,8K_SUBMISSIONS,,7370.0,1,1
1876945,"Gold Flora Corp.  (GRAM, GRAMW)",1,2024-10-07,2024-10-07,,,178,8K_FTS+8K_SUBMISSIONS,,0100,1,6
1882607,"ALPINE SUMMIT ENERGY PARTNERS, INC.",1,2023-07-11,2023-07-11,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1884697,"Starry Group Holdings, Inc.",1,2023-02-21,2023-02-21,,,0,8K_FTS+8K_SUBMISSIONS,,4813,1,2
1886799,Bright Green Corp  (BGXX),1,2025-01-28,2025-01-28,,,30,8K_FTS+8K_SUBMISSIONS,,2833,1,4
1893311,LUXURBAN HOTELS INC.,1,2025-09-18,2025-09-18,,,0,8K_FTS+8K_SUBMISSIONS,,6500,1,2
1901799,Bitcoin Depot Inc.,1,2026-05-18,2026-05-18,,,0,8K_SUBMISSIONS,,6199.0,1,1
1906133,iCoreConnect Inc.  (ICCT),1,2025-06-03,2025-06-03,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1909152,Kalera Public Ltd Co  (KALRQ),1,2023-04-04,2023-04-04,,,0,8K_FTS+8K_SUBMISSIONS,,0100,1,2
19161,CHAMPION PARTS INC,1,2007-10-10,2007-10-10,,,0,8K_SUBMISSIONS,,3714.0,1,1
1934064,"ProSomnus, Inc.",1,2024-05-08,2024-05-08,,,84,8K_FTS+8K_SUBMISSIONS,,3841,1,4
19411,Magellan Health Services Inc.,1,2003-03-11,,2003-03-11,,0,LOPUCKI,11,8060,1,1
19731,Chesapeake Corporation,1,2008-12-29,2009-01-05,2008-12-29,7,7,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2650,1,3
19731,CANAL Corp,2,2011-04-19,2011-04-19,,,0,8K_FTS+8K_SUBMISSIONS,,2650,1,2
1996210,"BLUM HOLDINGS, INC.  (BLMH)",1,2024-11-08,2024-11-08,,,0,8K_FTS+8K_SUBMISSIONS,,5900,1,2
2011954,Twin Hospitality Group Inc.,1,2026-01-27,2026-01-27,,,0,8K_SUBMISSIONS,,5812.0,1,1
202584,"SYSTEM ENERGY RESOURCES, INC",1,2005-09-28,2005-09-28,,,0,8K_SUBMISSIONS,,4911.0,1,1
202890,"Aleris International, Inc.",1,2009-02-12,,2009-02-12,,0,LOPUCKI,11,3341,1,1
203159,PACIFIC SECURITY COMPANIES,1,2004-10-28,2004-10-28,,,0,8K_SUBMISSIONS,,6512.0,1,1
203200,METATEC INC,1,2004-09-17,2004-09-17,,,0,8K_SUBMISSIONS,,3652.0,1,1
2034,Aceto Corporation,1,2019-02-19,2019-09-20,2019-02-19,213,224,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5122,1,5
20520,Frontier Communications Corporation,1,2020-04-14,2020-04-15,2020-04-14,1,135,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4813,1,5
21438,"THINKENGINE NETWORKS, INC.",1,2009-01-15,2009-01-15,,,0,8K_FTS+8K_SUBMISSIONS,,3661,1,2
215310,BMC Industries Inc.,1,2004-06-23,,2004-06-23,,0,LOPUCKI,11,3470,1,1
216039,Grubb & Ellis Company,1,2012-02-20,2012-02-21,2012-02-20,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6531,1,3
217416,United Companies Financial Corporation,1,1999-03-01,,1999-03-01,,0,LOPUCKI,11,6141,1,1
2178,"ADAMS RESOURCES & ENERGY, INC.  (AE)",1,2017-04-24,2017-04-24,,,0,8K_FTS+8K_SUBMISSIONS,,5172,1,2
225211,Touchpoint Group Holdings Inc.,1,2004-10-20,2004-10-20,,,30,8K_SUBMISSIONS,,3661.0,1,3
225463,Huffy Corp.,1,2004-10-20,2004-10-26,2004-10-20,6,6,8K_SUBMISSIONS+LOPUCKI,11,3949,1,2
22551,TRI VALLEY CORP,1,2012-08-09,2012-08-09,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
225569,"AMRESCO, Inc.",1,2001-07-02,,2001-07-02,,0,LOPUCKI,11,6282,1,1
225868,ROBOTIC VISION SYSTEMS INC,1,2004-11-22,2004-11-22,,,330,8K_SUBMISSIONS,,3823.0,1,2
22872,"Advanzeon Solutions, Inc.",1,2020-09-11,2020-09-11,,,0,8K_FTS+8K_SUBMISSIONS,,6324,1,2
230131,COMDIAL CORP,1,2005-05-31,2005-05-31,,,35,8K_SUBMISSIONS,,3661.0,1,2
23304,Cone Mills Corp,1,2003-09-24,,2003-09-24,,0,LOPUCKI,11,2211,1,1
23341,CONGOLEUM CORP,1,2010-06-10,2010-06-10,,,0,8K_FTS+8K_SUBMISSIONS,,3089,1,2
23778,"Convergence Ethanol, Inc.",1,2007-11-15,2007-11-15,,,48,8K_SUBMISSIONS,,2860.0,1,3
25354,CPI CORP,1,2013-04-16,2013-04-16,,,15,8K_FTS+8K_SUBMISSIONS,,7200.0,1,3
26780,Dana Corporation,1,2006-03-03,2006-03-06,2006-03-03,3,3,8K_SUBMISSIONS+LOPUCKI,11,3714,1,2
26780,DANA Inc,2,2007-12-27,2007-12-27,,,0,8K_SUBMISSIONS,,3714.0,1,1
27425,Amcast Industrial Corporation (2004),1,2004-11-30,2004-12-06,2004-11-30,6,366,8K_SUBMISSIONS+LOPUCKI,11,3490,1,6
276641,Spiegel Inc.,1,2003-03-17,,2003-03-17,,0,LOPUCKI,11,5961,1,1
276750,AMBER RESOURCES CO OF COLORADO,1,2011-12-22,2011-12-22,,,354,8K_FTS+8K_SUBMISSIONS,,1311,1,4
276780,"Color Tile, Inc.",1,1996-01-24,,1996-01-24,,0,LOPUCKI,11,5211,1,1
278041,International Shipholding Corporation,1,2016-08-01,2016-08-04,2016-08-01,3,336,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4412,1,7
278130,"Pier 1 Imports, Inc.",1,2020-02-17,2020-02-18,2020-02-17,1,241,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5700,1,7
278327,"Trans World Airlines, Inc. (2001)",1,2001-01-10,,2001-01-10,,0,LOPUCKI,11,4512,1,1
27904,"Delta Air Lines, Inc.",1,2005-09-14,2005-09-15,2005-09-14,1,1,8K_SUBMISSIONS+LOPUCKI,11,4512,1,2
27904,"DELTA AIR LINES, INC.",2,2007-04-26,2007-04-26,,,0,8K_SUBMISSIONS,,4512.0,1,1
27960,QSGI INC.,1,2009-07-09,2009-07-09,,,782,8K_FTS+8K_SUBMISSIONS,,7389,1,12
2852,Agway Inc.,1,2002-10-01,,2002-10-01,,0,LOPUCKI,11,2040,1,1
28823,"DIEBOLD NIXDORF, Inc  (DBD)",1,2023-06-01,2023-06-01,,,43,8K_FTS+8K_SUBMISSIONS,,3578,1,6
29806,Constar International Inc. (2008),1,2008-12-30,2009-01-06,2008-12-30,7,141,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3080,1,5
29806,Constar International Inc. (2011),2,2011-01-11,2011-01-18,2011-01-11,7,7,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3080,1,3
29834,Escalera Resources Co.,1,2015-11-09,2015-11-09,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
29917,Dow Corning Corporation,1,1995-05-15,,1995-05-15,,0,LOPUCKI,11,2821,1,1
30197,DRIVER HARRIS CO,1,2006-11-17,2006-11-17,,,0,8K_SUBMISSIONS,,3350.0,1,1
30302,ALCO STORES INC,1,2014-10-14,2014-10-14,,,0,8K_FTS+8K_SUBMISSIONS,,5331,1,2
30419,R.H. Donnelley Corporation,1,2009-05-28,2009-05-29,2009-05-28,1,232,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7310,1,5
30419,DEX ONE Corp,2,2013-03-18,2013-03-18,2013-03-18,0,46,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7310,1,5
30841,Acterna Corp.,1,2003-05-06,,2003-05-06,,0,LOPUCKI,11,3825,1,1
30908,"Eagle Food Centers, Inc.",1,2000-02-29,,2000-02-29,,0,LOPUCKI,11,5411,1,1
30966,Erly Industries Inc.,1,1998-09-28,,1998-09-28,,0,LOPUCKI,11,2040,1,1
310316,CANARGO ENERGY CORP,1,2009-10-28,2009-10-28,,,78,8K_FTS+8K_SUBMISSIONS,,1311,1,8
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,1,2008-09-11,2008-09-11,,,0,8K_SUBMISSIONS,,6111.0,1,1
3116,"Akorn, Inc.",1,2020-05-20,2020-05-21,2020-05-20,1,135,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,7
311871,POPE & TALBOT INC /DE/,1,2007-10-29,2007-10-29,2007-11-19,-21,28,8K_SUBMISSIONS+LOPUCKI,11,2611.0,1,3
312065,FLORIDA GAMING CORP,1,2012-11-08,2012-11-08,,,627,8K_FTS+8K_SUBMISSIONS,,7990,1,10
31235,EASTMAN KODAK CO  (KODK),1,2012-01-19,2012-01-19,2012-01-19,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3861,1,3
31235,EASTMAN KODAK CO  (KODK),2,2013-08-29,2013-08-29,,,0,8K_FTS+8K_SUBMISSIONS,,3861,1,2
313395,TXCO Resources Inc.,1,2009-05-17,2009-05-18,2009-05-17,1,275,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,7
314132,FLEETWOOD ENTERPRISES INC/DE/,1,2009-03-10,2009-03-10,2009-03-10,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3716,1,3
314132,FLEETWOOD ENTERPRISES INC/DE/,2,2010-08-11,2010-08-11,,,12,8K_FTS+8K_SUBMISSIONS,,3716,1,4
314485,Commonwealth Equity Trust,1,1993-08-02,,1993-08-02,,0,LOPUCKI,11,6799,1,1
